"Timestamp","Episode","TotalRuntimeSeconds","MP3Downloaded","MP3SizeMB","TranscriptGenerated","TranscriptSizeKB","PDFCreated","PDFSizeMB","ErrorCount","OS","PowerShellVersion","CPUCores","TotalMemoryGB"
"2026-01-17 19:11:49","7","300.2","True","16.5","True","31.3","True","0.1","0","Microsoft Windows NT 10.0.19045.0","7.5.4","16","31.44"
"2026-01-17 20:29:32","7","315.3","True","16.5","True","30.9","True","0.1","0","Microsoft Windows NT 10.0.19045.0","7.5.4","16","31.44"
